G000008565	False	True	0.0	0.0	0.95	3284156	4	2648638	2.89
G000008605	False	True	0.0	0.0	0.96	1138011	1	1138011	5.89
G000008625	False	True	0.0	0.0	0.9	1590791	2	1551335	0.00
G000008645	False	True	0.0	0.0	0.98	1751377	1	1751377	0.00
G000008665	False	True	0.0	0.0	0.97	2178400	1	2178400	0.00
G000008685	False	True	0.94	0.36	0.7	1521208	22	910724	3.62
G000008725	False	True	0.0	0.0	0.98	1042519	1	1042519	0.00
G000008745	False	True	0.0	0.0	0.96	1230230	1	1230230	0.00
G000008765	False	True	0.0	0.0	0.95	4132880	2	3940880	0.00
G000008805	False	True	0.0	0.0	0.97	2272360	1	2272360	0.00
G000008865	False	True	0.02	0.06	0.96	5594605	3	5498578	0.00
G000008885	False	True	0.0	0.0	0.97	703004	2	697724	0.00
G000008925	False	True	0.0	0.0	0.91	2133977	4	1827111	0.00
G000009025	False	True	0.0	0.0	0.82	1395502	1	1395502	0.00
G000009065	False	True	0.0	0.0	0.95	4829855	4	4653728	0.00
G000009125	False	True	0.0	0.0	0.97	5810922	2	3716413	0.00
G000009145	False	True	0.0	0.0	0.96	2812094	1	2812094	0.00
G000009185	False	True	0.0	0.0	0.89	3179361	2	3132494	0.00
G000009205	False	True	0.0	0.0	0.96	4298133	2	4290252	0.00
G000009245	False	True	0.0	0.0	0.95	1895994	1	1895994	0.00
G000009305	False	True	0.0	0.0	0.97	1557588	2	1553927	0.00
G000009345	False	True	0.04	0.03	0.86	4683620	2	4615899	0.00
G000009365	False	True	0.0	0.0	0.98	3120143	1	3120143	0.00
G000009545	False	True	0.0	0.0	0.98	1852352	1	1852352	0.00
G000009705	False	True	0.63	0.03	0.88	7211789	7	6413771	0.00
G000009725	False	True	0.32	0.02	0.87	3947019	5	3573470	0.00
G000009745	False	True	0.0	0.0	0.93	5260086	3	3354505	0.00
G000009765	False	True	0.0	0.0	0.96	9119895	2	9025608	0.00
G000009825	False	True	0.0	0.0	0.95	4303871	1	4303871	0.00
G000009845	False	True	0.0	0.0	0.87	853092	1	853092	0.35
G000009865	False	True	0.0	0.0	0.93	2697861	4	2685015	0.00
G000009905	False	True	0.0	0.0	0.97	3566135	1	3566135	0.00
G000009925	False	True	0.0	0.0	0.96	5310990	2	5277274	0.00
G000009945	False	True	0.0	0.0	0.98	1173791	2	1166239	0.00
G000009965	False	True	0.0	0.0	0.99	2088737	1	2088737	0.00
G000009985	False	True	0.0	0.0	0.97	4967148	1	4967148	0.66
G000010065	False	True	0.0	0.0	0.96	2696255	1	2696255	0.00
G000010085	False	True	0.02	0.28	0.76	4292502	4	4171146	0.00
G000010125	False	True	0.0	0.0	0.95	2577899	3	2516575	0.00
G000010145	False	True	0.0	0.0	0.93	2098685	1	2098685	0.05
G000010165	False	True	0.0	0.0	0.96	6296436	1	6296436	0.00
G000010185	False	True	0.49	0.03	0.89	1986740	2	1797577	0.00
G000010205	False	True	0.0	0.0	0.8	2008987	1	2008987	0.00
G000010285	False	True	0.0	0.0	0.98	2697540	1	2697540	0.00
G000010305	False	True	0.0	0.0	0.97	4636964	1	4636964	0.00
G000010325	False	True	0.0	0.0	0.97	1877931	1	1877931	0.00
G000010345	False	True	0.0	0.0	0.96	2562277	1	2562277	0.00
G000010405	False	True	0.0	0.0	0.96	1022154	1	1022154	0.00
G000010425	False	True	0.0	0.0	0.96	2089645	1	2089645	0.05
G000010505	False	True	0.0	0.0	0.93	2354886	1	2354886	0.00
G000010525	False	True	0.0	0.0	0.97	5369772	1	5369772	0.00
G000010565	False	True	0.0	0.0	0.96	3025375	1	3025375	0.00
G000010585	False	True	0.0	0.0	0.92	2219737	9	2102324	0.00
G000010605	False	True	0.0	0.0	0.86	8545929	1	8545929	0.00
G000010625	False	True	0.0	0.0	0.95	5842795	1	5842795	0.00
G000010645	False	True	0.0	0.0	0.76	1224919	5	1114206	0.00
G000010665	False	True	0.0	0.0	0.95	5315620	3	5248049	0.00
G000010785	False	True	0.0	0.0	0.98	1743135	1	1743135	0.00
G000010825	False	True	0.0	0.0	0.96	3340249	7	2907495	0.00
G000010985	False	True	0.6	0.03	0.87	2542933	2	2234389	0.00
G000011005	False	True	0.0	0.0	0.96	2957635	1	2957635	0.00
G000011025	False	True	0.0	0.0	0.93	2264603	1	2264603	0.00
G000011065	False	True	0.0	0.0	0.96	6293399	2	6260361	0.00
G000011105	False	True	0.0	0.0	0.96	1738505	1	1738505	0.00
G000011125	False	True	0.0	0.0	0.98	1669696	1	1669696	0.00
G000011165	False	True	0.0	0.0	0.96	1226565	1	1226565	0.08
G000011185	False	True	0.0	0.0	0.95	1584804	1	1584804	0.00
G000011205	False	True	0.0	0.0	0.95	2694756	1	2694756	0.00
G000011225	False	True	0.0	0.0	0.97	1358633	1	1358633	0.00
G000011245	False	True	0.0	0.0	0.97	3630528	1	3630528	0.00
G000011305	False	True	0.0	0.0	0.96	3219505	3	3147090	0.00
G000011345	False	True	0.0	0.0	0.95	2593857	1	2593857	0.00
G000011365	False	True	0.0	0.0	0.97	9105828	1	9105828	0.00
G000011385	False	True	0.0	0.0	0.96	4659019	1	4659019	0.00
G000011405	False	True	0.0	0.0	0.95	1895727	1	1895727	0.00
G000011465	False	True	0.0	0.0	0.99	1657990	1	1657990	0.00
G000011485	False	True	0.0	0.0	0.87	2410873	1	2410873	0.04
G000011545	False	True	0.0	0.0	0.95	7247547	2	4074542	0.00
G000011565	False	True	0.0	0.0	0.95	2414465	1	2414465	0.83
G000011645	False	True	0.0	0.0	0.97	4222597	1	4222597	0.00
G000011685	False	True	0.59	0.03	0.9	2922384	6	2702173	0.00
G000011705	False	True	0.0	0.0	0.95	5835527	2	3510148	0.00
G000011745	False	True	0.0	0.0	0.92	791654	1	791654	0.00
G000011805	False	True	0.0	0.0	0.97	4273718	3	2897536	0.00
G000011905	False	True	0.0	0.0	0.97	1469720	1	1469720	0.00
G000011945	False	True	0.0	0.0	0.93	1197687	1	1197687	0.00
G000011965	False	True	0.0	0.0	0.95	4601048	2	4109437	0.00
G000011985	False	True	0.0	0.0	0.97	1993560	1	1993560	0.00
G000012005	False	True	0.01	0.32	0.95	4560911	3	4369232	0.00
G000012065	False	True	0.0	0.0	0.91	1066225	11	922307	0.00
G000012085	False	True	0.0	0.0	0.87	1165365	9	917330	0.00
G000012145	False	True	0.0	0.0	0.92	1587240	3	1485148	0.00
G000012225	False	True	0.0	0.0	0.92	723970	5	706569	0.00
G000012245	False	True	0.0	0.0	0.98	6093698	1	6093698	0.00
G000012285	False	True	0.0	0.0	0.97	2225959	1	2225959	0.00
G000012305	False	True	0.0	0.0	0.97	2650701	1	2650701	0.00
G000012325	False	True	0.0	0.0	0.98	5373180	1	5373180	0.00
G000012345	False	True	0.0	0.0	0.99	1308759	1	1308759	0.00
G000012385	False	True	0.0	0.0	0.92	1522076	1	1522076	0.00
G000012405	False	True	0.0	0.0	0.97	3642249	1	3642249	0.00
G000012425	False	True	0.0	0.0	0.97	4501104	1	4501104	0.00
G000012465	False	True	0.0	0.0	0.98	1842899	1	1842899	0.00
G000012485	False	True	0.0	0.0	0.96	2364842	1	2364842	0.00
G000012505	False	True	0.0	0.0	0.95	2234828	1	2234828	0.00
G000012525	False	True	0.0	0.0	0.95	2742269	2	2695903	0.00
G000012545	False	True	0.0	0.0	0.95	1767403	1	1767403	0.00
G000012565	False	True	0.0	0.0	0.95	1315030	1	1315030	0.00
G000012585	False	True	0.0	0.0	0.94	2572079	1	2572079	0.00
G000012605	False	True	0.0	0.0	0.97	2427734	1	2427734	0.00
G000012645	False	True	0.0	0.0	0.99	1709204	1	1709204	0.00
G000012665	False	True	0.0	0.0	0.98	3730232	1	3730232	0.00
G000012725	False	True	0.0	0.0	0.96	3402093	1	3402093	0.00
G000012745	False	True	0.0	0.0	0.98	2909809	1	2909809	0.00
G000012805	False	True	0.0	0.0	0.95	3522111	2	3481691	0.00
G000012825	False	True	0.0	0.0	0.95	5163189	1	5163189	0.00
G000012845	False	True	0.0	0.0	0.96	4811379	1	4811379	0.00
G000012865	False	True	0.0	0.0	0.98	2401520	1	2401520	0.04
G000012885	False	True	0.0	0.0	0.98	3665893	1	3665893	0.00
G000012905	False	True	0.0	0.0	0.94	4602977	7	3188524	2.19
G000012925	False	True	0.0	0.0	0.96	4011182	2	3997420	0.00
G000012965	False	True	0.0	0.0	0.98	2201561	1	2201561	0.00
G000012985	False	True	0.0	0.0	0.97	7215267	1	7215267	0.00
G000013005	False	True	0.0	0.0	0.98	3052398	1	3052398	0.00
G000013025	False	True	0.0	0.0	0.98	3705021	1	3705021	0.00
G000013045	False	True	0.0	0.0	0.92	3587328	2	3551823	0.00
G000013085	False	True	0.0	0.0	0.97	4406557	2	4352825	0.00
G000013105	False	True	0.0	0.0	0.96	2628784	1	2628784	0.00
G000013125	False	True	0.0	0.0	0.88	1471282	1	1471282	0.00
G000013145	False	True	0.0	0.0	0.98	1176248	1	1176248	0.00
G000013165	False	True	0.0	0.0	0.97	859006	1	859006	0.00
G000013185	False	True	0.0	0.0	0.98	686194	1	686194	4.23
G000013205	False	True	0.0	0.0	0.96	2932766	1	2932766	0.00
G000013225	False	True	0.0	0.0	0.96	3046682	1	3046682	0.07
G000013285	False	True	0.0	0.0	0.98	3256683	1	3256683	0.00
G000013325	False	True	0.0	0.0	0.95	4233314	3	3561584	0.00
G000013345	False	True	0.0	0.0	0.94	5433628	1	5433628	0.00
G000013365	False	True	0.0	0.0	0.97	5331656	1	5331656	0.00
G000013405	False	True	0.0	0.0	0.97	3179300	1	3179300	0.00
G000013445	False	True	0.0	0.0	0.89	3544738	1	3544738	0.00
G000013565	False	True	0.0	0.0	0.97	4404049	2	4317977	0.00
G000013605	False	True	0.0	0.0	0.92	4969784	2	4712337	0.00
G000013625	False	True	0.0	0.0	0.97	4110251	1	4110251	0.00
G000013645	False	True	0.02	0.04	0.95	9731138	3	4895836	0.00
G000013665	False	True	0.0	0.0	0.97	5057531	1	5057531	0.00
G000013705	False	True	0.0	0.0	0.96	2971517	1	2971517	0.00
G000013725	False	True	0.0	0.0	0.92	2575032	1	2575032	0.00
G000013745	False	True	0.0	0.0	0.96	5513844	1	5513844	0.00
G000013765	False	True	0.0	0.0	0.96	4545906	1	4545906	0.00
G000013865	False	True	0.0	0.0	0.91	5898676	3	5200264	0.00
G000013885	False	True	0.4	0.08	0.87	5011522	4	4406967	0.00
G000013945	False	True	0.0	0.0	0.95	3931782	2	3614446	0.00
G000013985	False	True	0.0	0.0	0.98	3373713	2	3345170	0.00
G000014005	False	True	0.0	0.0	0.95	5650368	1	5650368	0.00
G000014025	False	True	0.0	0.0	0.98	2341251	1	2341251	0.00
G000014045	False	True	0.0	0.0	0.95	4331234	5	4133097	0.00
G000014065	False	False	0.49	0.14	0.85	4153699	3	3200938	0.00
G000014125	False	True	0.0	0.0	0.98	2547720	1	2547720	0.00
G000014145	False	True	0.0	0.0	0.97	4433218	1	4433218	0.00
G000014185	False	True	0.0	0.0	0.97	3225748	1	3225748	0.00
G000014205	False	True	0.0	0.0	0.98	2388435	1	2388435	0.00
G000014225	False	True	0.0	0.0	0.98	5187005	1	5187005	0.00
G000014245	False	True	0.81	0.03	0.86	4935185	4	4412446	0.00
G000014265	False	True	0.0	0.0	0.87	7750108	1	7750108	0.00
G000014285	False	True	0.0	0.0	0.96	2708434	1	2708434	0.00
G000014345	False	True	0.0	0.0	0.96	1159772	1	1159772	0.00
G000014385	False	True	0.0	0.0	0.94	1780517	1	1780517	0.00
G000014425	False	True	0.0	0.0	0.98	1894360	1	1894360	0.00
G000014445	False	True	0.09	0.03	0.87	2075763	2	2038396	0.00
G000014465	False	True	0.0	0.0	0.97	2340228	3	2291220	0.00
G000014505	False	True	0.0	0.0	0.98	1832387	1	1832387	0.00
G000014525	False	True	0.0	0.0	0.97	2924325	2	2895264	0.00
G000014565	False	True	0.12	0.09	0.69	9702737	4	7804765	0.00
G000014585	False	True	0.0	0.0	0.93	2606748	1	2606748	0.00
G000014705	False	True	0.0	0.0	0.97	4845257	1	4845257	0.00
G000014725	False	True	0.0	0.0	0.96	2936195	1	2936195	0.00
G000014745	False	True	0.0	0.0	0.97	3368780	1	3368780	0.00
G000014765	False	True	0.33	0.03	0.9	2781824	3	2661057	0.00
G000014785	False	True	0.0	0.0	0.98	3275944	1	3275944	0.00
G000014805	False	True	0.0	0.0	0.98	4744448	1	4744448	0.00
G000014825	False	True	0.0	0.0	0.96	5505494	1	5505494	0.00
G000014865	False	True	0.0	0.0	0.92	4719581	1	4719581	0.00
G000014885	False	True	0.0	0.0	0.98	5396476	1	5396476	0.00
G000014905	False	True	0.0	0.0	0.95	9965640	1	9965640	0.00
G000014925	False	True	0.24	0.21	0.92	5226648	3	4597686	0.00
G000014945	False	True	0.0	0.0	0.95	1879471	1	1879471	0.00
G000014965	False	True	0.0	0.0	0.94	4990251	1	4990251	0.00
G000015005	False	True	0.0	0.0	0.98	6988209	1	6988209	0.00
G000015025	False	True	0.0	0.0	0.97	2443540	1	2443540	0.00
G000015045	False	True	0.54	0.03	0.91	4241119	3	4008000	0.00
G000015105	False	True	0.0	0.0	0.88	1160782	1	1160782	0.00
G000015125	False	True	0.0	0.0	0.93	3133902	1	3133902	0.00
G000015145	False	True	0.0	0.0	0.91	1667163	1	1667163	0.00
G000015205	False	True	0.0	0.0	0.94	1826402	1	1826402	0.00
G000015225	False	True	0.0	0.0	0.95	1813393	2	1781889	0.00
G000015245	False	True	0.0	0.0	0.98	4306142	1	4306142	0.00
G000015265	False	True	0.0	0.0	0.95	5293685	2	4985871	0.00
G000015285	False	True	0.0	0.0	0.95	4559598	1	4559598	0.00
G000015305	False	True	0.0	0.0	0.98	6491865	1	6491865	0.00
G000015345	False	True	0.0	0.0	0.97	1389350	1	1389350	0.07
G000015405	False	True	0.42	0.08	0.96	6256079	3	5737227	0.00
G000015445	False	True	0.0	0.0	0.96	1445021	1	1445021	0.00
G000015505	False	True	0.14	0.02	0.87	5366143	9	4410291	0.00
G000015565	False	True	0.0	0.0	0.96	5597943	2	5566749	0.00
G000015585	False	True	0.0	0.0	0.97	2678452	1	2678452	0.00
G000015645	False	True	0.0	0.0	0.99	1669886	1	1669886	0.00
G000015665	False	True	0.0	0.0	0.99	1704176	1	1704176	0.00
G000015685	False	True	0.0	0.0	0.94	1864731	1	1864731	0.00
G000015705	False	True	0.0	0.0	0.94	2682675	1	2682675	0.00
G000015725	False	True	0.36	0.02	0.89	4643639	2	4044195	0.00
G000015745	False	True	0.16	0.03	0.91	3608012	2	3550319	0.00
G000015765	False	True	0.0	0.0	0.96	1804962	1	1804962	0.00
G000015805	False	True	0.0	0.0	0.95	2009313	1	2009313	0.00
G000015825	False	True	0.0	0.0	0.97	2478101	1	2478101	0.24
G000015865	False	True	0.0	0.0	0.96	3843301	1	3843301	0.00
G000015885	False	True	0.0	0.0	0.97	2274482	1	2274482	0.00
G000015945	False	True	0.0	0.0	0.97	1570485	1	1570485	0.00
G000015965	False	True	0.0	0.0	0.99	1641879	1	1641879	0.00
G000016065	False	True	0.0	0.0	0.98	4602594	1	4602594	0.00
G000016085	False	True	0.0	0.0	0.97	1966858	1	1966858	0.00
G000016165	False	True	0.0	0.0	0.95	3608104	1	3608104	0.00
G000016185	False	True	0.0	0.0	0.97	4355543	1	4355543	0.00
G000016285	False	True	0.36	0.13	0.86	6320946	7	3726375	0.00
G000016325	False	True	0.0	0.0	0.96	4676461	2	4518712	0.00
G000016345	False	True	0.0	0.0	0.94	2159490	1	2159490	0.00
G000016385	False	True	0.0	0.0	0.96	2121076	1	2121076	0.00
G000016405	False	True	0.32	0.03	0.8	4557127	6	3217726	0.00
G000016425	False	True	0.0	0.0	0.97	5183331	1	5183331	0.00
G000016505	False	True	0.0	0.0	0.95	4023800	2	3964618	0.00
G000016525	False	True	0.0	0.0	0.97	1853160	1	1853160	0.00
G000016545	False	True	0.0	0.0	0.97	2970275	1	2970275	0.00
G000016565	False	True	0.0	0.0	0.98	5072807	1	5072807	0.00
G000016605	False	True	0.0	0.0	0.97	2191517	1	2191517	0.00
G000016645	False	True	0.0	0.0	0.98	6096872	1	6096872	0.00
G000016665	False	True	0.0	0.0	0.93	5801598	1	5801598	0.00
G000016705	False	True	0.0	0.0	0.81	1341892	1	1341892	0.00
G000016745	False	True	0.0	0.0	0.96	5136364	1	5136364	0.00
G000016765	False	True	0.64	0.05	0.94	5915246	3	5382261	0.00
G000016785	False	True	0.0	0.0	0.99	1823511	1	1823511	0.00
G000016825	False	True	0.0	0.0	0.96	1999618	1	1999618	0.00
G000016885	False	True	0.0	0.0	0.98	2995049	3	2978976	0.00
G000016905	False	True	0.0	0.0	0.97	1915238	1	1915238	0.00
G000016985	False	True	0.0	0.0	0.96	4929566	1	4929566	0.00
G000017005	False	True	0.0	0.0	0.98	2196662	1	2196662	0.00
G000017045	False	True	0.0	0.0	0.96	3760560	1	3760560	0.00
G000017105	False	True	0.09	0.07	0.8	2212937	2	2158758	0.00
G000017145	False	True	0.46	0.31	0.83	6817576	4	3781904	0.00
G000017165	False	True	0.0	0.0	0.96	1720048	1	1720048	0.00
G000017185	False	True	0.0	0.0	0.96	1569500	1	1569500	0.00
G000017225	False	True	0.0	0.0	0.97	1772694	1	1772694	0.00
G000017245	False	True	0.0	0.0	0.97	2319663	1	2319663	0.00
G000017265	False	True	0.0	0.0	0.9	4379231	2	3996255	0.00
G000017305	False	True	0.0	0.0	0.94	4956672	3	4761183	0.00
G000017405	False	True	0.51	0.05	0.92	5205777	6	2887297	0.00
G000017425	False	True	0.0	0.0	0.95	4094159	2	4087024	0.00
G000017465	False	True	0.0	0.0	0.97	1971270	1	1971270	0.00
G000017545	False	True	0.0	0.0	0.97	1948941	1	1948941	0.00
G000017565	False	True	0.0	0.0	0.98	3914745	1	3914745	0.00
G000017585	False	True	0.0	0.0	0.96	1714951	2	1711273	0.06
G000017625	False	True	0.0	0.0	0.95	2542943	1	2542943	0.00
G000017645	False	True	0.19	0.02	0.9	5625098	2	5308934	0.00
G000017685	False	True	0.0	0.0	0.97	3951448	3	3599677	0.00
G000017705	False	True	0.02	0.02	0.84	6058377	3	3765351	0.00
G000017785	False	True	0.0	0.0	0.95	1890909	1	1890909	0.00
G000017805	False	True	0.0	0.0	0.91	5723298	1	5723298	0.00
G000017845	False	True	0.0	0.0	0.96	5460377	6	4934271	0.00
G000017865	False	True	0.0	0.0	0.98	2135342	1	2135342	0.00
G000017945	False	True	0.0	0.0	0.97	1297538	1	1297538	0.00
G000018025	False	True	0.0	0.0	0.97	5517674	1	5517674	0.00
G000018105	False	True	0.46	0.03	0.8	8361599	10	6503724	0.01
G000018145	False	True	0.96	0.03	0.85	4417868	6	3789584	0.00
G000018205	False	True	0.0	0.0	0.97	1231060	1	1231060	0.00
G000018245	False	True	0.0	0.0	0.91	1528980	1	1528980	0.00
G000018265	False	True	0.0	0.0	0.97	5786361	1	5786361	0.00
G000018285	False	True	0.0	0.0	0.97	5174581	1	5174581	0.00
G000018305	False	True	0.0	0.0	0.97	2077567	1	2077567	0.00
G000018325	False	True	0.0	0.0	0.95	3123558	1	3123558	0.00
G000018365	False	True	0.0	0.0	0.98	1847607	1	1847607	0.00
G000018405	False	True	0.0	0.0	0.96	3944167	1	3944167	0.00
G000018425	False	True	0.0	0.0	0.95	2349476	1	2349476	0.00
G000018465	False	True	0.0	0.0	0.97	1645259	1	1645259	0.00
G000018485	False	True	0.0	0.0	0.97	1744193	1	1744193	0.00
G000018545	False	True	0.41	0.33	0.9	6891900	3	3925702	0.00
G000018565	False	True	0.0	0.0	0.91	6785430	3	6346587	0.00
G000018585	False	False	0.0	0.0	0.98	1688963	1	1688963	5.92
G000018605	False	True	0.0	0.0	0.96	2169548	1	2169548	0.00
G000018665	False	True	0.0	0.0	0.97	6767514	1	6767514	0.00
G000018685	False	True	0.0	0.0	0.94	4847594	1	4847594	0.00
G000018785	False	True	0.0	0.0	0.98	1496992	1	1496992	0.00
G000018865	False	True	0.0	0.0	0.92	5258541	1	5258541	0.00
G000018885	False	True	0.0	0.0	0.96	3155250	1	3155250	0.00
G000018945	False	True	0.0	0.0	0.99	1884562	1	1884562	0.00
G000019165	False	True	0.0	0.0	0.97	3075407	1	3075407	0.00
G000019205	False	True	0.0	0.0	0.97	1571661	2	1525460	0.00
G000019225	False	True	0.0	0.0	0.96	4576573	1	4576573	0.00
G000019285	False	True	0.0	0.0	0.99	2049711	2	2045775	0.00
G000019365	False	True	0.0	0.0	0.95	7737025	3	7659055	0.00
G000019405	False	True	0.0	0.0	0.97	2263857	1	2263857	0.00
G000019485	False	True	0.0	0.0	0.94	3409935	7	3008047	0.00
G000019525	False	True	0.0	0.0	0.98	5935403	1	5935403	0.00
G000019605	False	True	0.0	0.0	0.96	1590757	1	1590757	0.00
G000019665	False	True	0.0	0.0	0.95	2287145	1	2287145	0.00
G000019685	False	True	0.0	0.0	0.89	1574881	17	931674	0.00
G000019705	False	True	0.0	0.0	0.91	1242163	8	930981	0.24
G000019725	False	True	0.0	0.0	0.95	6899110	9	6077833	0.00
G000019745	False	True	0.0	0.0	0.96	1560469	1	1560469	0.00
G000019785	False	True	0.0	0.0	0.99	4909403	1	4909403	0.00
G000019805	False	True	0.0	0.0	0.97	1769823	1	1769823	0.00
G000019845	False	True	0.0	0.0	0.94	4418616	3	4170153	0.00
G000019905	False	True	0.0	0.0	0.98	3040786	3	3034136	0.00
G000019945	False	True	0.07	0.03	0.97	5848997	3	5800441	0.00
G000019965	False	True	0.0	0.0	0.98	5957605	1	5957605	0.00
G000020005	False	True	0.0	0.0	0.96	3191453	3	3165557	0.00
G000020025	False	True	0.3	0.04	0.83	9059191	6	8234322	0.00
G000020045	False	True	0.19	0.05	0.9	8676562	4	2697374	0.00
G000020145	False	True	0.0	0.0	0.97	1643562	1	1643562	0.00
G000020165	False	True	0.0	0.0	0.75	3847969	2	3800327	0.00
G000020205	False	True	0.0	0.0	0.98	5325729	3	3942557	0.00
G000020225	False	True	0.0	0.0	0.98	2664102	1	2664102	0.00
G000020305	False	True	0.0	0.0	0.93	1202435	1	1202435	0.00
G000020365	False	True	0.0	0.0	0.94	5657782	2	5589073	0.00
G000020385	False	True	0.0	0.0	0.97	3994874	2	3917761	0.00
G000020465	False	True	0.0	0.0	0.95	2763181	1	2763181	0.00
G000020485	False	True	0.0	0.0	0.96	2578146	1	2578146	0.00
G000020505	False	True	0.0	0.0	0.97	2289249	1	2289249	0.00
G000020525	False	True	0.0	0.0	0.95	3293456	1	3293456	0.00
G000020545	False	True	0.0	0.0	0.96	2736403	1	2736403	0.00
G000020565	False	True	0.0	0.0	0.92	1884364	1	1884364	0.00
G000020605	False	True	0.0	0.0	0.98	3449685	1	3449685	0.00
G000020625	False	True	0.0	0.0	0.95	2579695	2	2512923	0.00
G000020645	False	True	0.0	0.0	0.95	3018238	1	3018238	0.00
G000020685	False	True	0.0	0.0	0.87	3855329	4	2819842	0.00
G000020725	False	True	0.0	0.0	0.98	4615150	1	4615150	0.00
G000020785	False	True	0.0	0.0	0.98	1559514	1	1559514	0.00
G000020905	False	True	0.0	0.0	0.98	1365223	1	1365223	0.00
G000020945	False	True	0.0	0.0	0.98	1424912	1	1424912	0.00
G000020965	False	True	0.0	0.0	0.98	1959987	1	1959987	0.00
G000020985	False	True	0.0	0.0	0.98	2003803	1	2003803	0.00
G000021025	False	True	0.0	0.0	0.96	3169329	1	3169329	0.00
G000021045	False	True	0.0	0.0	0.97	5365318	1	5365318	0.00
G000021285	False	True	0.0	0.0	0.97	2016657	1	2016657	0.00
G000021325	False	True	0.06	0.03	0.87	3914947	2	3887492	0.00
